# 1:pos.x 2:pos.y 3:pos.z 4:volume 5:rho 6:vel.x 7:vel.y 8:vel.z 9:p 10:a 11:mu 12:k 13:mu_t 14:k_t 15:S 16:massf[0]-air 17:u 18:T 19:M_local 20:total_p
1.129153841489905809e-02 5.671875110681142036e-03 0.000000000000000000e+00 2.562245976074218733e-04 1.727499438368750029e-02 2.126666650287435914e+03 -3.107009997426962499e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.129122982111835545e-02 1.701567702054663719e-02 0.000000000000000000e+00 2.562175925292968308e-04 1.727499438368750029e-02 2.126666650287435914e+03 -2.317660178957115631e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.129092122733765281e-02 2.835947893047384774e-02 0.000000000000000000e+00 2.562105874511721136e-04 1.727499438368750029e-02 2.126666650287435914e+03 2.204741277661895177e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.129061263355693803e-02 3.970328084046276934e-02 0.000000000000000000e+00 2.562035823730466916e-04 1.727499438368750029e-02 2.126666650287435914e+03 2.454616293832545019e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.129030403977623713e-02 5.104708275051343669e-02 0.000000000000000000e+00 2.561965772949219202e-04 1.727499438368750029e-02 2.126666650287435914e+03 1.181841546377685824e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128999544599553276e-02 6.239088466062581162e-02 0.000000000000000000e+00 2.561895722167972572e-04 1.727499438368750029e-02 2.126666650287435914e+03 1.039856258147295342e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128968685221481104e-02 7.373468657079991495e-02 0.000000000000000000e+00 2.561825671386716726e-04 1.727499438368750029e-02 2.126666650287435914e+03 -2.420253107640642841e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128937825843410667e-02 8.507848848103587158e-02 0.000000000000000000e+00 2.561755620605466301e-04 1.727499438368750029e-02 2.126666650287435914e+03 -1.057174321068837215e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128906966465340576e-02 9.642229039133348723e-02 0.000000000000000000e+00 2.561685569824225092e-04 1.727499438368750029e-02 2.126666650287435914e+03 1.546925234090691062e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128876107087267190e-02 1.077660923016927064e-01 0.000000000000000000e+00 2.561615519042966535e-04 1.727499438368750029e-02 2.126666650287435914e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128845247709196406e-02 1.191098942121138898e-01 0.000000000000000000e+00 2.561545468261724784e-04 1.727499438368750029e-02 2.126666650287435914e+03 -5.910177329242784854e-16 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128814388331123020e-02 1.304536961225967184e-01 0.000000000000000000e+00 2.561475417480466770e-04 1.727499438368750029e-02 2.126666650287435914e+03 -9.191853127164096212e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128783528953051195e-02 1.417974980331415391e-01 0.000000000000000000e+00 2.561405366699217971e-04 1.727499438368750029e-02 2.126666650287435914e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128752669574977982e-02 1.531412999437475886e-01 0.000000000000000000e+00 2.561335315917964836e-04 1.727499438368750029e-02 2.126666650287435914e+03 5.974425136144659677e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128721810196910320e-02 1.644851018544160881e-01 0.000000000000000000e+00 2.561265265136733926e-04 1.727499438368750029e-02 2.126666650287435914e+03 1.970274634756457950e-16 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128690950818830863e-02 1.758289037651459552e-01 0.000000000000000000e+00 2.561195214355449349e-04 1.727499438368750029e-02 2.126666650287435914e+03 8.808173756408415517e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128660091440763548e-02 1.871727056759376895e-01 0.000000000000000000e+00 2.561125163574236329e-04 1.727499438368750029e-02 2.126666650287435914e+03 8.546917711915632025e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128629232062689641e-02 1.985165075867911244e-01 0.000000000000000000e+00 2.561055112792964762e-04 1.727499438368750029e-02 2.126666650287435914e+03 -3.094109530702873200e-14 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
1.128598372684612786e-02 2.098603094977067318e-01 0.000000000000000000e+00 2.560985062011715422e-04 1.727499438368750029e-02 2.126666650287435914e+03 1.899302585411143108e-15 0.000000000000000000e+00 1.353999999999997272e+03 3.312564875837122145e+02 1.716000000000000172e-05 2.409999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.959479652969609306e+05 2.729999999999993747e+02 6.420000000000010587e+00 3.250948172163265292e+06
